UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
450377,R,14670,R,135,R,370,A,.,R,14670,R,135,R,370,A,.,R,14670,R,135,R,370,A,.,R,13350,R,0,R,483,R,13350,Z,0,R,483,R,13350,Z,0,R,483,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12195,R,0,R,12195,R,13395,R,0,R,13395,R,14085,R,0,R,14085,R,14490,R,135,R,14625,.,.,R,12195,R,0,R,12195,R,13395,R,0,R,13395,R,14085,R,0,R,14085,R,14490,R,135,R,14625,.,.,R,12195,R,0,R,12195,R,13395,R,0,R,13395,R,14085,R,0,R,14085,R,14490,R,135,R,14625,.,.,R,2025,R,2025,R,2025,R,1350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10287,R,10917,R,10917,R,10917,R,7650,R,8415,R,4307,R,4302,R,3798,R,4302,R,3645,R,4302,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450386,R,12780,R,435,A,.,A,.,R,12780,R,435,A,.,A,.,R,12780,R,435,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10470,R,300,R,10770,R,11205,R,330,R,11535,R,11760,R,375,R,12135,R,12780,R,435,R,13215,0,.,R,10470,R,300,R,10770,R,11205,R,330,R,11535,R,11760,R,375,R,12135,R,12780,R,435,R,13215,0,.,R,10470,R,300,R,10770,R,11205,R,330,R,11535,R,11760,R,375,R,12135,R,12780,R,435,R,13215,0,.,R,1500,R,1575,R,1800,R,1875,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5410,R,5667,R,5925,R,6225,R,3075,R,3276,R,3600,R,3825,R,3075,R,3276,R,3600,R,3825,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450429,R,14760,R,0,R,410,A,.,R,14760,Z,0,R,410,A,.,R,14760,Z,0,R,410,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14040,R,0,R,14040,R,14940,R,0,R,14940,R,15660,R,0,R,15660,R,14760,R,0,R,14760,.,.,R,14040,R,0,R,14040,R,14940,R,0,R,14940,R,15660,R,0,R,15660,R,14760,R,0,R,14760,.,.,R,14040,R,0,R,14040,R,14940,R,0,R,14940,R,15660,R,0,R,15660,R,14760,R,0,R,14760,.,.,R,1500,R,2160,R,2160,R,2160,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12051,R,12537,R,13167,R,13167,R,3249,R,3384,R,3555,R,3555,R,3249,R,3384,R,3555,R,3555,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450438,R,8640,R,447,R,240,A,.,R,8640,R,447,R,240,A,.,R,8640,R,447,R,240,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9555,R,2880,R,12435,R,9843,R,850,R,10693,R,9843,R,850,R,10693,R,8640,R,447,R,9087,0,.,R,9555,R,2880,R,12435,R,9843,R,850,R,10693,R,9843,R,850,R,10693,R,8640,R,447,R,9087,0,.,R,9555,R,2880,R,12435,R,9843,R,850,R,10693,R,9843,R,850,R,10693,R,8640,R,447,R,9087,0,.,R,1623,R,1623,R,1623,R,1623,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9535,R,9535,R,9535,R,8375,R,101,R,101,R,101,R,4928,R,4611,R,4611,R,4611,R,6329,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450447,R,12600,R,200,R,325,A,.,R,12600,R,200,R,325,A,.,R,12600,R,200,R,325,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10800,R,250,R,11050,R,11700,R,250,R,11950,R,12600,R,250,R,12850,R,12600,R,250,R,12850,0,.,R,10800,R,250,R,11050,R,11700,R,250,R,11950,R,12600,R,250,R,12850,R,12600,R,250,R,12850,0,.,R,10800,R,250,R,11050,R,11700,R,250,R,11950,R,12600,R,250,R,12850,R,12600,R,250,R,12850,0,.,R,1080,R,1170,R,1260,R,1260,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10127,R,10360,R,9160,R,7680,R,1956,R,1956,R,4840,R,3688,R,3431,R,3431,R,4840,R,3688,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450456,R,10421,R,749,A,.,A,.,R,10421,R,749,A,.,A,.,R,10421,R,749,A,.,A,.,R,14102,R,915,A,.,R,14102,R,915,A,.,R,14102,R,915,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8880,R,600,R,9480,R,9120,R,680,R,9800,R,9720,R,720,R,10440,R,10109,R,749,R,10858,.,.,R,8880,R,600,R,9480,R,9120,R,680,R,9800,R,9720,R,720,R,10440,R,10109,R,749,R,10858,.,.,R,8880,R,600,R,9480,R,9120,R,680,R,9800,R,9720,R,720,R,10440,R,10109,R,749,R,10858,.,.,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9716,R,9830,R,8040,R,6235,R,9335,R,10230,R,8832,R,7154,R,9335,R,10230,R,8832,R,7154,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450465,R,11700,R,200,R,325,A,.,R,11700,R,200,R,325,A,.,R,11700,R,200,R,325,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13500,R,200,R,13700,R,11700,R,200,R,11900,R,11700,R,200,R,11900,R,11700,R,200,R,11900,0,.,R,13500,R,200,R,13700,R,11700,R,200,R,11900,R,11700,R,200,R,11900,R,11700,R,200,R,11900,0,.,R,13500,R,200,R,13700,R,11700,R,200,R,11900,R,11700,R,200,R,11900,R,11700,R,200,R,11900,0,.,R,1500,R,1250,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12432,R,10360,R,9152,R,6296,R,2779,R,2414,R,2680,R,3688,R,8818,R,9365,R,8668,R,8632,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450474,R,9922,R,749,A,.,A,.,R,9922,R,749,A,.,A,.,R,9922,R,749,A,.,A,.,R,14102,R,915,A,.,R,14102,R,915,A,.,R,14102,R,915,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7800,R,600,R,8400,R,8280,R,680,R,8960,R,8760,R,720,R,9480,R,9110,R,749,R,9859,.,.,R,7800,R,600,R,8400,R,8280,R,680,R,8960,R,8760,R,720,R,9480,R,9110,R,749,R,9859,.,.,R,7800,R,600,R,8400,R,8280,R,680,R,8960,R,8760,R,720,R,9480,R,9110,R,749,R,9859,.,.,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9716,R,9830,R,8040,R,6235,R,9335,R,10230,R,8832,R,7154,R,9335,R,10230,R,8832,R,7154,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450483,R,10358,R,749,A,.,A,.,R,10358,R,749,A,.,A,.,R,10358,R,749,A,.,A,.,R,17098,R,915,A,.,R,17098,R,915,A,.,R,17098,R,915,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9840,R,600,R,10440,R,10320,R,680,R,11000,R,8760,R,720,R,9480,R,9110,R,749,R,9859,.,.,R,9840,R,600,R,10440,R,10320,R,680,R,11000,R,8760,R,720,R,9480,R,9110,R,749,R,9859,.,.,R,9840,R,600,R,10440,R,10320,R,680,R,11000,R,8760,R,720,R,9480,R,9110,R,749,R,9859,.,.,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9716,R,9830,R,8040,R,6235,R,9335,R,10230,R,8832,R,7154,R,9335,R,10230,R,8832,R,7154,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450492,R,10421,R,749,A,.,A,.,R,10421,R,749,A,.,A,.,R,10421,R,749,A,.,A,.,R,14102,R,915,A,.,R,14102,R,915,A,.,R,14102,R,915,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8880,R,600,R,9480,R,9210,R,680,R,9890,R,9720,R,720,R,10440,R,10109,R,749,R,10858,.,.,R,8880,R,600,R,9480,R,9210,R,680,R,9890,R,9720,R,720,R,10440,R,10109,R,749,R,10858,.,.,R,8880,R,600,R,9480,R,9210,R,680,R,9890,R,9720,R,720,R,10440,R,10109,R,749,R,10858,.,.,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9716,R,9830,R,8040,R,6235,R,9335,R,10230,R,8832,R,7154,R,9335,R,10230,R,8832,R,7154,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450508,R,15294,R,80,R,597,A,.,R,15294,R,80,R,597,A,.,R,15294,R,80,R,597,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14012,R,80,R,14092,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,14012,R,80,R,14092,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,14012,R,80,R,14092,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,1310,R,1310,R,1310,R,1310,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10158,R,10212,R,10422,R,10193,R,5848,R,5792,R,6230,R,5703,R,5848,R,5792,R,6230,R,5703,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450517,R,15294,R,80,R,597,A,.,R,15294,R,80,R,597,A,.,R,15294,R,80,R,597,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14012,R,80,R,14092,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,14012,R,80,R,14092,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,14012,R,80,R,14092,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,1310,R,1310,R,1310,R,1310,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10236,R,10380,R,10624,R,10353,R,5848,R,5792,R,6230,R,5703,R,5848,R,5792,R,6230,R,5703,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450526,R,12240,R,372,R,560,A,.,R,12240,R,372,R,560,A,.,R,12240,R,372,R,560,A,.,R,17520,R,395,R,730,R,17520,R,395,R,730,R,17520,R,395,R,730,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12960,R,372,R,13332,R,12240,R,372,R,12612,.,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12960,R,372,R,13332,R,12240,R,372,R,12612,.,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12960,R,372,R,13332,R,12240,R,372,R,12612,.,.,R,2000,R,2000,R,1000,R,1000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12000,R,12000,R,5780,R,9656,R,7200,R,7710,R,6260,R,3608,R,7200,R,7710,R,10246,R,7584,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450535,R,12240,R,372,R,560,A,.,R,12240,R,372,R,560,A,.,R,12240,R,372,R,560,A,.,R,17520,R,395,R,730,R,17520,R,395,R,730,R,17520,R,395,R,730,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12696,R,372,R,13068,R,12240,R,372,R,12612,.,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12696,R,372,R,13068,R,12240,R,372,R,12612,.,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12696,R,372,R,13068,R,12240,R,372,R,12612,.,.,R,2000,R,2000,R,1000,R,1000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12000,R,12000,R,5780,R,4988,R,7200,R,7710,R,6260,R,5624,R,7200,R,7710,R,10246,R,7430,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450544,R,12240,R,372,R,560,A,.,R,12240,R,372,R,560,A,.,R,12240,R,372,R,560,A,.,R,17520,R,395,R,730,R,17520,R,395,R,730,R,17520,R,395,R,730,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12960,R,372,R,13332,R,12240,R,372,R,12612,.,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12960,R,372,R,13332,R,12240,R,372,R,12612,.,.,R,11520,R,372,R,11892,R,12240,R,372,R,12612,R,12960,R,372,R,13332,R,12240,R,372,R,12612,.,.,R,2000,R,2000,R,1000,R,1000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12000,R,12000,R,5780,R,9656,R,7200,R,7710,R,6260,R,3608,R,7200,R,7710,R,10246,R,7430,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450571,R,12600,R,40,R,350,A,.,R,12600,R,40,R,350,A,.,R,12600,R,40,R,350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12600,R,60,R,12660,R,13140,R,60,R,13200,R,13500,R,60,R,13560,R,12600,R,40,R,12640,.,.,R,12600,R,60,R,12660,R,13140,R,60,R,13200,R,13500,R,60,R,13560,R,12600,R,40,R,12640,.,.,R,12600,R,60,R,12660,R,13140,R,60,R,13200,R,13500,R,60,R,13560,R,12600,R,40,R,12640,.,.,R,0,R,0,R,0,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6840,R,7011,R,7047,R,7164,R,3420,R,4041,R,3888,R,3951,R,3420,R,4041,R,3888,R,3951,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450766,R,30046,R,1380,R,938,A,.,R,30046,R,1380,R,938,A,.,R,30046,R,1380,R,938,A,.,R,24672,R,1380,R,1028,R,24672,R,1380,R,1028,R,24672,R,1380,R,1028,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450933,R,4800,R,95,R,200,A,.,R,4800,R,95,R,200,A,.,R,4800,R,95,R,200,A,.,R,6360,R,95,A,.,R,6360,R,95,A,.,R,6360,R,95,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4680,R,95,R,4775,R,4680,R,95,R,4775,R,4800,R,95,R,4895,R,4800,R,95,R,4895,.,.,R,4680,R,95,R,4775,R,4680,R,95,R,4775,R,4800,R,95,R,4895,R,4800,R,95,R,4895,.,.,R,4680,R,95,R,4775,R,4680,R,95,R,4775,R,4800,R,95,R,4895,R,4800,R,95,R,4895,.,.,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5554,R,5554,R,5554,R,5000,R,1745,R,1745,R,1745,R,3720,R,1745,R,1745,R,1745,R,3720,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450942,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,36119,R,1718,R,36119,R,1718,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
450979,R,6000,R,0,R,250,A,.,R,6000,R,0,R,250,A,.,R,7080,R,0,R,295,A,.,R,6000,Z,0,R,250,R,6000,Z,0,R,250,R,8280,Z,0,R,345,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6120,R,0,R,6120,R,6120,R,0,R,6120,.,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6120,R,0,R,6120,R,6120,R,0,R,6120,.,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6120,R,0,R,6120,R,6120,R,0,R,6120,.,.,A,.,A,.,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10018,R,10018,A,.,A,.,R,2631,R,2631,A,.,A,.,R,2631,R,2631,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
