UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
451006,R,12075,R,75,A,.,A,.,R,12075,R,75,A,.,A,.,R,12075,R,75,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5290,R,75,R,5365,R,8290,R,75,R,8365,R,10125,R,75,R,10200,R,12075,R,75,R,12150,.,.,R,5290,R,75,R,5365,R,8290,R,75,R,8365,R,10125,R,75,R,10200,R,12075,R,75,R,12150,.,.,R,5290,R,75,R,5365,R,8290,R,75,R,8365,R,10125,R,75,R,10200,R,12075,R,75,R,12150,.,.,R,210,R,210,R,300,R,350,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8256,R,8456,R,8456,R,8456,R,2240,R,3098,R,3098,R,3098,R,2240,R,3098,R,3098,R,3098,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451060,R,13968,R,0,R,582,A,.,R,13968,Z,0,R,582,A,.,R,13968,Z,0,R,582,A,.,R,20352,R,0,R,848,R,20352,Z,0,R,848,R,20352,Z,0,R,848,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13176,R,1590,R,14766,R,13968,R,1590,R,15558,R,13968,R,0,R,13968,R,13968,R,0,R,13968,.,.,R,13176,R,1590,R,14766,R,13968,R,1590,R,15558,R,13968,R,0,R,13968,R,13968,R,0,R,13968,.,.,R,13176,R,1590,R,14766,R,13968,R,1590,R,15558,R,13968,R,0,R,13968,R,13968,R,0,R,13968,.,.,R,815,R,815,R,3815,R,3815,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7688,R,7688,R,7888,R,7888,R,4240,R,4240,R,4240,R,4240,R,2784,R,2784,R,2784,R,2784,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451079,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,41200,R,850,A,.,R,41200,R,850,A,.,R,41200,R,850,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451130,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,21435,R,2900,A,.,R,21435,R,2900,A,.,R,21435,R,2900,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451200,R,14350,R,1535,A,.,A,.,R,14350,R,1535,A,.,A,.,R,14350,R,1535,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12670,R,0,R,12670,R,12670,R,0,R,12670,R,14350,R,30,R,14380,R,14350,R,30,R,14380,.,.,R,12670,R,0,R,12670,R,12670,R,0,R,12670,R,14350,R,30,R,14380,R,14350,R,30,R,14380,.,.,R,12670,R,0,R,12670,R,12670,R,0,R,12670,R,14350,R,30,R,14380,R,14350,R,30,R,14380,.,.,R,800,R,800,R,993,R,993,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,935,R,935,R,935,R,935,R,450,R,450,R,450,R,450,R,450,R,450,R,450,R,450,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451370,R,10200,R,0,A,.,A,.,R,10200,Z,0,A,.,A,.,R,10200,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9000,R,0,R,9000,R,9400,R,0,R,9400,R,10000,R,0,R,10000,R,10200,R,0,R,10200,.,.,R,9000,R,0,R,9000,R,9400,R,0,R,9400,R,10000,R,0,R,10000,R,10200,R,0,R,10200,.,.,R,9000,R,0,R,9000,R,9400,R,0,R,9400,R,10000,R,0,R,10000,R,10200,R,0,R,10200,.,.,R,200,R,200,R,200,R,200,R,3000,R,3100,R,3100,R,3100,R,2800,R,3300,R,3800,R,3800,R,12715,R,12230,R,12150,R,12390,R,2800,R,3300,R,3800,R,3800,R,4600,R,5100,R,5600,R,5600,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451398,R,11650,R,150,A,.,A,.,R,11650,R,150,A,.,A,.,R,11650,R,150,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10500,R,0,R,10500,R,11000,R,150,R,11150,R,11650,R,150,R,11800,R,11650,R,150,R,11800,.,.,R,10500,R,0,R,10500,R,11000,R,150,R,11150,R,11650,R,150,R,11800,R,11650,R,150,R,11800,.,.,R,10500,R,0,R,10500,R,11000,R,150,R,11150,R,11650,R,150,R,11800,R,11650,R,150,R,11800,.,.,R,200,R,200,R,200,R,200,R,2100,R,2200,R,2400,R,5400,R,2800,R,3300,R,3800,R,3800,R,12515,R,12230,R,12150,R,12390,R,2800,R,3300,R,3800,R,3800,R,4600,R,5100,R,5600,R,5600,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451404,R,6200,R,0,A,.,A,.,R,6200,Z,0,A,.,A,.,R,6200,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5000,R,0,R,5000,R,5350,R,0,R,5350,R,5700,R,0,R,5700,R,6200,R,0,R,6200,.,.,R,5000,R,0,R,5000,R,5350,R,0,R,5350,R,5700,R,0,R,5700,R,6200,R,0,R,6200,.,.,R,5000,R,0,R,5000,R,5350,R,0,R,5350,R,5700,R,0,R,5700,R,6200,R,0,R,6200,.,.,R,200,R,200,R,200,R,200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12515,R,12230,R,12150,R,12390,R,2800,R,3300,R,3800,R,3800,R,4600,R,5100,R,5600,R,5600,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451413,R,14300,R,2025,A,.,A,.,R,14300,R,2025,A,.,A,.,R,14300,R,2025,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10000,R,575,R,10575,R,11400,R,800,R,12200,R,12800,R,1550,R,14350,R,14300,R,2025,R,16325,.,.,R,10000,R,575,R,10575,R,11400,R,800,R,12200,R,12800,R,1550,R,14350,R,14300,R,2025,R,16325,.,.,R,10000,R,575,R,10575,R,11400,R,800,R,12200,R,12800,R,1550,R,14350,R,14300,R,2025,R,16325,.,.,R,970,R,989,R,989,R,917,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18287,R,18653,R,18653,R,15596,R,12366,R,11624,R,11624,R,7928,R,12142,R,11624,R,11624,R,7928,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451510,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,36674,R,100,R,36674,R,100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451556,R,11500,R,1500,A,.,A,.,R,11500,R,1500,A,.,A,.,R,11500,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9500,R,1500,R,11000,R,9500,R,1500,R,11000,R,11000,R,1500,R,12500,R,11500,R,1500,R,13000,.,.,R,9500,R,1500,R,11000,R,9500,R,1500,R,11000,R,11000,R,1500,R,12500,R,11500,R,1500,R,13000,.,.,R,9500,R,1500,R,11000,R,9500,R,1500,R,11000,R,11000,R,1500,R,12500,R,11500,R,1500,R,13000,.,.,R,780,R,780,R,900,R,900,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4340,R,4340,R,4340,R,4340,R,5810,R,5810,R,5810,R,5810,R,5810,R,5810,R,5810,R,5810,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451592,R,12720,R,147,R,530,A,.,R,12720,R,147,R,530,A,.,R,12720,R,147,R,530,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12720,R,147,R,12867,R,12720,R,147,R,12867,R,12720,R,147,R,12867,R,12720,R,147,R,12867,.,.,R,12720,R,147,R,12867,R,12720,R,147,R,12867,R,12720,R,147,R,12867,R,12720,R,147,R,12867,.,.,R,12720,R,147,R,12867,R,12720,R,147,R,12867,R,12720,R,147,R,12867,R,12720,R,147,R,12867,.,.,R,1254,R,1254,R,1254,R,1254,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6216,R,6566,R,6741,R,6517,R,6468,R,6839,R,7301,R,7350,R,4340,R,4578,R,4893,R,4921,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451608,R,13000,R,590,R,295,A,.,R,13000,R,590,R,295,A,.,R,13000,R,590,R,295,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11000,R,530,R,11530,R,11000,R,530,R,11530,R,12000,R,540,R,12540,R,13000,R,590,R,13590,0,0,R,11000,R,530,R,11530,R,11000,R,530,R,11530,R,12000,R,540,R,12540,R,13000,R,590,R,13590,0,0,R,11000,R,530,R,11530,R,11000,R,530,R,11530,R,12000,R,540,R,12540,R,13000,R,590,R,13590,0,0,R,1595,R,1595,R,1595,R,1650,R,8928,R,9288,R,9648,R,10090,R,4041,R,4141,R,4241,R,4270,R,8928,R,9288,R,9648,R,10090,R,4041,R,4141,R,4241,R,4270,R,5805,R,6039,R,6272,R,6560,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451635,R,8625,R,250,A,.,A,.,R,8625,R,250,A,.,A,.,R,8625,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7950,R,550,R,8500,R,8625,R,250,R,8875,R,8625,R,250,R,8875,R,8625,R,250,R,8875,.,.,R,7950,R,550,R,8500,R,8625,R,250,R,8875,R,8625,R,250,R,8875,R,8625,R,250,R,8875,.,.,R,7950,R,550,R,8500,R,8625,R,250,R,8875,R,8625,R,250,R,8875,R,8625,R,250,R,8875,.,.,R,442,R,525,R,525,R,525,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11532,R,11724,R,12204,R,12204,R,6360,R,6468,R,6732,R,6732,R,4176,R,4842,R,4428,R,4428,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451662,R,16452,R,1600,R,470,A,.,R,16452,R,1600,R,470,A,.,R,16452,R,1600,R,470,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15840,R,1600,R,17440,R,16128,R,1600,R,17728,R,16452,R,1500,R,17952,R,16920,R,1600,R,18520,.,.,R,15840,R,1600,R,17440,R,16128,R,1600,R,17728,R,16452,R,1500,R,17952,R,16920,R,1600,R,18520,.,.,R,15840,R,1600,R,17440,R,16128,R,1600,R,17728,R,16452,R,1500,R,17952,R,16920,R,1600,R,18520,.,.,R,1800,R,2000,R,2000,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7432,R,7432,R,7432,R,8670,R,4372,R,4372,R,4372,R,6138,R,4372,R,4372,R,4372,R,4372,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451671,R,5048,R,5,R,168,A,.,R,5048,R,5,R,168,A,.,R,14235,R,5,R,474,A,.,R,9301,R,5,R,387,R,9301,R,5,R,387,R,19412,R,5,R,808,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451680,R,5092,R,10,R,170,A,.,R,5092,R,10,R,170,A,.,R,14279,R,10,R,476,A,.,R,9336,R,10,R,389,R,9336,R,10,R,389,R,19447,R,10,R,810,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451699,R,11235,R,540,A,.,A,.,R,11235,R,540,A,.,A,.,R,11235,R,540,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8100,R,433,R,8533,R,9000,R,419,R,9419,R,10908,R,449,R,11357,R,11235,R,540,R,11775,.,.,R,8100,R,433,R,8533,R,9000,R,419,R,9419,R,10908,R,449,R,11357,R,11235,R,540,R,11775,.,.,R,8100,R,433,R,8533,R,9000,R,419,R,9419,R,10908,R,449,R,11357,R,11235,R,540,R,11775,.,.,R,1275,R,1275,R,1275,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8274,R,8470,R,8670,R,5613,R,5355,R,5770,R,9390,R,6327,R,5574,R,5979,R,9390,R,8358,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451705,R,15790,R,0,A,.,A,.,R,15790,Z,0,A,.,A,.,R,15790,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12805,R,0,R,12805,R,12813,R,0,R,12813,R,15024,R,0,R,15024,R,15790,R,0,R,15790,.,.,R,12805,R,0,R,12805,R,12813,R,0,R,12813,R,15024,R,0,R,15024,R,15790,R,0,R,15790,.,.,R,12805,R,0,R,12805,R,12813,R,0,R,12813,R,15024,R,0,R,15024,R,15790,R,0,R,15790,.,.,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7688,R,7816,R,8136,R,8136,R,4240,R,4312,R,4488,R,4488,R,4744,R,5856,R,6096,R,6096,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
451741,R,6182,R,1350,R,135,A,.,R,6182,R,1350,R,135,A,.,R,6182,R,1350,R,135,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5000,R,750,R,5750,R,4500,R,900,R,5400,R,5003,R,753,R,5756,R,6182,R,1066,R,7248,.,.,R,5000,R,750,R,5750,R,4500,R,900,R,5400,R,5003,R,753,R,5756,R,6182,R,1066,R,7248,.,.,R,5000,R,750,R,5750,R,4500,R,900,R,5400,R,5003,R,753,R,5756,R,6182,R,1066,R,7248,.,.,R,750,R,650,R,758,R,782,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2000,R,2400,R,2733,R,2733,R,1920,R,1867,R,2187,R,3211,R,1920,R,1867,R,2187,R,3211,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
